student_id,sleep_hours,sleep_quality
2968,7,average
2969,9.4,poor
2970,9.9,poor
2971,8.9,poor
2972,8.8,average
2973,5.3,average
2974,4.8,poor
2975,8.6,average
2976,8.2,average
2977,7.7,average
2978,6.7,average
2979,4.4,average
2980,7.4,good
2981,7.2,poor
2982,8.3,poor
2983,4.5,good
2984,6.4,poor
2985,6.5,average
2986,6.8,average
2987,4.2,good
2988,7.5,poor
2989,5.2,average
2990,9.5,poor
2991,7.8,poor
2992,9,good
2993,7,poor
2994,6.2,good
2995,5.5,poor
2996,6.4,poor
2997,9.5,average
2998,9.6,average
2999,9.6,poor
3000,8.6,poor
3001,5.1,average
3002,8.3,good
3003,6,good
3004,6.6,good
3005,6.8,poor
3006,5.5,good
3007,5.2,average
3008,4.6,poor
3009,6.6,good
3010,7.6,good
3011,9.3,poor
3012,4.1,poor
3013,4.3,poor
3014,8.5,good
3015,8.7,poor
3016,4.2,poor
3017,8.6,good
3018,7.4,poor
3019,5.9,poor
3020,7.9,poor
3021,5.8,poor
3022,6.6,poor
3023,6.9,good
3024,5.8,poor
3025,6,poor
3026,9.3,good
3027,6.4,poor
3028,5.7,average
3029,7,poor
3030,4.8,poor
3031,7.4,good
3032,9,average
3033,6.9,good
3034,4.1,average
3035,9.4,poor
3036,8.5,average
3037,9.8,good
3038,8.8,poor
3039,9.2,good
3040,9.5,good
3041,5.5,poor
3042,9.9,average
3043,5.5,average
3044,9.9,poor
3045,8.8,poor
3046,8.4,good
3047,5.4,good
3048,5.8,average
3049,4.9,poor
3050,5.8,average
3051,9.5,average
3052,6.8,average
3053,9.7,poor
3054,7.5,poor
3055,4.1,poor
3056,6,average
3057,6,good
3058,6.6,average
3059,8,average
3060,5.6,average
3061,6.4,poor
3062,9.9,good
3063,6.2,poor
3064,7,poor
3065,7.1,average
3066,5.2,average
3067,7,poor
3068,5.3,average
3069,4.6,average
3070,8.8,good
3071,8.3,average
3072,5.6,good
3073,4.8,poor
3074,9.9,good
3075,9.5,average
3076,6.2,average
3077,7.9,average
3078,5.7,poor
3079,6.3,poor
3080,7.2,good
3081,5.6,average
3082,4.5,average
3083,8.3,average
3084,5.1,average
3085,5.8,good
3086,9.7,good
3087,7.6,poor
3088,5.4,poor
3089,5.7,poor
3090,5.3,good
3091,9.2,average
3092,8.8,poor
3093,7.3,average
3094,4.8,poor
3095,8.4,good
3096,9.1,good
3097,7.2,average
3098,5.3,average
3099,8.2,good
3100,6,average
3101,9.5,average
3102,9,good
3103,6.4,poor
3104,4.2,good
3105,9.7,average
3106,9.7,average
3107,6.9,average
3108,4.1,poor
3109,8.3,average
3110,5.7,average
3111,8.5,average
3112,4.2,poor
3113,7.7,good
3114,9.6,average
3115,7.1,good
3116,9.7,poor
3117,8.3,average
3118,7.6,average
3119,9.1,poor
3120,9.5,average
3121,9.2,average
3122,9.5,good
3123,4.4,good
3124,5.3,good
3125,5.6,poor
3126,9.8,good
3127,9.5,average
3128,8.9,poor
3129,8.8,poor
3130,6.7,average
3131,4.6,poor
3132,8,poor
3133,7.1,average
3134,6.4,poor
3135,6.2,poor
3136,5,average
3137,6.4,average
3138,9.5,good
3139,5.2,poor
3140,7.6,poor
3141,7.7,poor
3142,6.3,poor
3143,5.6,average
3144,4.9,poor
3145,6.5,good
3146,7,poor
3147,4.2,poor
3148,9.5,average
3149,4.1,poor
3150,4.3,poor
3151,8,good
3152,8.7,poor
3153,6.7,poor
3154,5.9,average
3155,8.3,average
3156,9.2,good
3157,5.9,poor
3158,7.7,poor
3159,9.4,average
3160,8,poor
3161,4.5,good
3162,5,poor
3163,8.8,poor
3164,6.9,poor
3165,5.4,average
3166,4.5,poor
3167,4.5,good
3168,7.1,good
3169,8.4,poor
3170,6.5,poor
3171,6.4,average
3172,4.1,poor
3173,6.2,good
3174,5.1,average
3175,6.4,good
3176,4.3,average
3177,7.3,average
3178,7.5,good
3179,9.1,poor
3180,5,average
3181,7.6,average
3182,9.1,poor
3183,9.5,average
3184,5.1,average
3185,7.8,poor
3186,4.9,good
3187,5.2,good
3188,8.3,poor
3189,9,average
3190,6.2,poor
3191,8.8,good
3192,8.1,good
3193,6.2,poor
3194,5.7,good
3195,8.4,good
3196,9,good
3197,4.5,average
3198,6.8,poor
3199,5.6,good
3200,4.7,average
3201,5.1,good
3202,8.9,average
3203,8.1,average
3204,9.8,poor
3205,6,good
3206,9.5,poor
3207,4.5,average
3208,9.2,good
3209,4.3,average
3210,5.1,poor
3211,8.8,average
3212,9.6,good
3213,7.5,good
3214,9.2,average
3215,4.7,good
3216,9.2,poor
3217,5.7,good
3218,9.6,average
3219,6.6,average
3220,8.7,average
3221,8.2,poor
3222,4.1,good
3223,5.3,poor
3224,7.4,good
3225,5.3,good
3226,8.7,poor
3227,8.9,poor
3228,4.1,average
3229,7.6,good
3230,9.9,poor
3231,7.2,average
3232,9.1,average
3233,4.7,average
3234,8.4,good
3235,5.2,average
3236,5.7,good
3237,7,average
3238,9.6,good
3239,8.1,average
3240,9.5,average
3241,8.4,poor
3242,8.5,good
3243,9.1,average
3244,6,good
3245,8.7,average
3246,9.1,average
3247,8.4,average
3248,8.1,average
3249,5.1,average
3250,9.7,good
3251,5.7,good
3252,6.5,poor
3253,4.4,poor
3254,4.1,poor
3255,5,average
3256,7.7,poor
3257,5.8,average
3258,9.3,good
3259,4.1,average
3260,5.2,average
3261,4.5,poor
3262,4.6,poor
3263,5.4,average
3264,9.2,good
3265,9.1,average
3266,6,poor
3267,4.5,average
3268,8.1,poor
3269,8.2,average
3270,9.5,poor
3271,9.5,good
3272,5.6,average
3273,9.3,good
3274,7.2,average
3275,9.5,average
3276,8.1,good
3277,6.8,good
3278,7.5,poor
3279,5.4,average
3280,7.4,good
3281,5.6,good
3282,6.7,average
3283,5.8,good
3284,6.7,average
3285,9.2,poor
3286,7.4,poor
3287,4.3,average
3288,8.2,good
3289,8,good
3290,4.5,average
3291,5.9,poor
3292,5.5,poor
3293,6.8,good
3294,6.3,poor
3295,9,average
3296,6.3,good
3297,4.7,poor
3298,5.7,average
3299,4.8,good
3300,6,average
3301,9.1,good
3302,7.2,average
3303,6.2,average
3304,9.4,good
3305,6.8,good
3306,8.4,poor
3307,5.2,good
3308,6.2,poor
3309,7,good
3310,7.1,poor
3311,8.8,good
3312,7.5,average
3313,9.4,good
3314,9.5,good
3315,6.6,poor
3316,8.1,good
3317,8.7,good
3318,6.2,average
3319,5.7,good
3320,9.3,good
3321,7.6,good
3322,5.1,average
3323,7.5,good
3324,5.3,poor
3325,6.8,average
3326,8.1,poor
3327,9,average
3328,6.4,average
3329,4.6,average
3330,8.7,average
3331,8,average
3332,7.7,poor
3333,5.9,good
3334,4.3,poor
3335,7.6,average
3336,8.7,average
3337,5.8,good
3338,8.1,poor
3339,4.8,average
3340,8.4,poor
3341,9.1,poor
3342,6.3,poor
3343,4.8,average
3344,6.9,poor
3345,7.5,average
3346,4.7,average
3347,5.2,average
3348,4.4,average
3349,9.1,good
3350,6.3,poor
3351,7.3,average
3352,8.1,good
3353,5.5,poor
3354,8.6,good
3355,5,average
3356,9.9,poor
3357,6.8,poor
3358,7,poor
3359,7.3,good
3360,5.7,good
3361,6.7,average
3362,4.2,good
3363,9,poor
3364,9.6,average
3365,6.2,good
3366,9.1,poor
3367,7.9,average
3368,5.8,average
3369,5.3,good
3370,7.4,poor
3371,5.6,average
3372,8.1,average
3373,5.6,average
3374,9.1,poor
3375,9.2,good
3376,7,good
3377,7.5,average
3378,6.2,average
3379,9.3,poor
3380,9.3,good
3381,7.7,good
3382,4.7,poor
3383,7.1,average
3384,8.1,average
3385,9.6,average
3386,9.6,average
3387,8.7,poor
3388,4.1,good
3389,6.5,good
3390,9.6,poor
3391,6.3,poor
3392,7.6,poor
3393,9,average
3394,5.2,average
3395,5.2,average
3396,9.6,average
3397,9,average
3398,6.6,good
3399,9.5,good
3400,7.4,poor
3401,5.3,average
3402,6.1,average
3403,8.9,average
3404,7.3,poor
3405,4.2,average
3406,7.1,average
3407,4.1,good
3408,5,average
3409,7.9,good
3410,7.7,poor
3411,7.3,good
3412,7.7,average
3413,6.5,good
3414,4.1,poor
3415,8,poor
3416,8.3,average
3417,7.4,good
3418,7.6,good
3419,5.1,good
3420,5.5,average
3421,7.2,average
3422,5.7,average
3423,5.3,average
3424,8.7,average
3425,7.7,average
3426,4.6,poor
3427,9,poor
3428,7.2,good
3429,8.5,good
3430,7.3,average
3431,6.8,average
3432,8.3,poor
3433,6.8,poor
3434,7.8,average
3435,7.4,poor
3436,8.3,average
3437,8.7,poor
3438,8.2,poor
3439,9.5,average
3440,9.6,average
3441,4.7,poor
3442,7.7,poor
3443,7.5,average
3444,4.3,poor
3445,6.3,average
3446,5.6,good
3447,6.5,poor
3448,8.6,good
3449,5.7,good
3450,9.5,good
3451,9.3,good
3452,7.8,average
3453,9.9,poor
3454,4.1,average
3455,6.1,average
3456,5.5,poor
3457,4.9,average
3458,8.6,good
3459,7.1,average
3460,9.5,poor
3461,6.4,good
3462,9.8,average
3463,7.8,good
3464,6.2,good
3465,7.9,good
3466,9.3,poor
3467,4.3,good
3468,6.6,poor
3469,4.3,average
3470,7.7,average
3471,4.1,average
3472,7.1,average
3473,5.2,average
3474,5.2,average
3475,8.4,good
3476,5,poor
3477,4.3,average
3478,6.3,poor
3479,6.7,poor
3480,6.1,average
3481,7.1,average
3482,6.2,poor
3483,5.8,good
3484,7,average
3485,4.2,average
3486,4.1,good
3487,9.2,average
3488,8,poor
3489,6.1,average
3490,6.1,good
3491,6.1,good
3492,9.2,poor
3493,9.8,average
3494,5.8,good
3495,8.2,average
3496,5.5,poor
3497,8.4,average
3498,9.7,poor
3499,4.2,average
3500,4.4,poor
3501,8.8,poor
3502,6.7,good
3503,7.3,poor
3504,6.3,average
3505,4.3,average
3506,6.4,good
3507,4.9,poor
3508,5.9,average
3509,5,average
3510,9.1,good
3511,5.5,poor
3512,7.5,poor
3513,9.9,average
3514,9.9,poor
3515,7.9,average
3516,5.9,poor
3517,7,good
3518,7,average
3519,9.3,good
3520,8.3,poor
3521,9.3,poor
3522,4.1,average
3523,9.8,good
3524,8.1,average
3525,9.6,poor
3526,8.7,poor
3527,8.2,poor
3528,4.4,good
3529,4.9,poor
3530,5.3,average
3531,6.9,average
3532,8.6,average
3533,5.4,good
3534,9.9,average
3535,8,average
3536,8.4,good
3537,9.4,poor
3538,7.1,good
3539,4.9,poor
3540,6.6,poor
3541,7.2,average
3542,9.8,good
3543,4.4,poor
3544,6,poor
3545,8.5,poor
3546,8.2,good
3547,9,poor
3548,9.7,good
3549,7.4,poor
3550,9.1,poor
3551,9.8,good
3552,4.8,good
3553,7.5,poor
3554,6.7,average
3555,8.6,good
3556,5.2,poor
3557,9.2,poor
3558,6.7,poor
3559,6.2,average
3560,8.3,average
3561,6,average
3562,9.3,average
3563,9.3,average
3564,4.2,good
3565,5.1,poor
3566,8.4,good
3567,7.2,good
3568,4.5,average
3569,6.5,poor
3570,4.2,poor
3571,5.6,poor
3572,5.1,good
3573,9,poor
3574,9.1,good
3575,9,good
3576,4.2,poor
3577,8.5,poor
3578,7.6,good
3579,8.1,poor
3580,4.3,good
3581,5.2,good
3582,5.3,average
3583,5,poor
3584,7.4,poor
3585,6,good
3586,6.7,poor
3587,8.3,poor
3588,7.3,good
3589,6.7,poor
3590,9.5,poor
3591,7.8,poor
3592,8.1,good
3593,5.1,good
3594,7.6,poor
3595,7.1,good
3596,9.7,poor
3597,8.4,average
3598,9,good
3599,7.9,good
3600,6,good
3601,8,good
3602,9.8,poor
3603,5.9,poor
3604,5,good
3605,5.9,good
3606,8.7,good
3607,4.5,average
3608,9.6,poor
3609,8.3,average
3610,7.6,poor
3611,5.1,average
3612,7.3,good
3613,4.1,good
3614,7.4,average
3615,5.8,good
3616,7.2,poor
3617,6.2,average
3618,6.7,poor
3619,7.3,average
3620,9.7,poor
3621,9.9,average
3622,7.7,poor
3623,4.8,poor
3624,4.3,average
3625,9.9,poor
3626,7.8,average
3627,7.6,good
3628,4.3,poor
3629,9.6,good
3630,5,poor
3631,7.2,average
3632,5.8,poor
3633,6.3,average
3634,6,average
3635,5.6,good
3636,5.6,poor
3637,4.5,average
3638,4.1,poor
3639,6.4,average
3640,4.5,good
3641,6.1,average
3642,5.4,poor
3643,7,good
3644,7.8,average
3645,6.3,poor
3646,6.8,good
3647,9.9,good
3648,6.6,average
3649,6.5,good
3650,7.4,good
3651,4.2,good
3652,6.9,poor
3653,4.2,good
3654,5.7,poor
3655,8.7,poor
3656,5.2,average
3657,6.9,average
3658,8.2,good
3659,9.9,good
3660,7.8,good
3661,9.3,good
3662,5.2,poor
3663,4.5,poor
3664,7,poor
3665,7.4,poor
3666,5.9,poor
3667,8.3,good
3668,7.3,good
3669,7.5,poor
3670,9.4,poor
3671,5,good
3672,6,poor
3673,8.6,good
3674,7,average
3675,9.3,good
3676,4.9,good
3677,6.7,good
3678,8.6,average
3679,7.8,good
3680,4.9,average
3681,8.2,good
3682,7.3,good
3683,9.8,average
3684,7.8,good
3685,5.9,good
3686,7.2,poor
3687,4.8,poor
3688,8.5,average
3689,9.1,good
3690,7.5,poor
3691,7.4,poor
3692,4.7,good
3693,5.1,good
3694,9.8,good
3695,6.4,good
3696,8.7,average
3697,9.4,good
3698,4.5,good
3699,9.3,poor
3700,5,poor
3701,8.6,poor
3702,5.6,average
3703,9.1,poor
3704,6.7,poor
3705,6.8,average
3706,7.5,poor
3707,9.1,good
3708,5.8,poor
3709,9.9,poor
3710,9,good
3711,6.3,average
3712,4.2,poor
3713,5.1,poor
3714,7.3,good
3715,9,good
3716,9.7,good
3717,6.3,average
3718,4.2,good
3719,8.2,average
3720,5.9,average
3721,7.6,good
3722,6.4,average
3723,7.8,good
3724,5.5,average
3725,4.9,poor
3726,5,poor
3727,9.5,good
3728,9.2,poor
3729,9.1,good
3730,7.7,average
3731,6.5,average
3732,5.3,average
3733,7.9,poor
3734,5.9,poor
3735,7.6,good
3736,6.1,average
3737,4.1,average
3738,7.7,poor
3739,9.9,average
3740,6.8,poor
3741,4.9,average
3742,8.5,poor
3743,7,average
3744,8.3,average
3745,9.3,good
3746,5.7,good
3747,5.5,poor
3748,6.8,poor
3749,4.5,average
3750,4.6,poor
3751,7.1,poor
3752,6.4,poor
3753,6.4,poor
3754,7.9,poor
3755,9.6,good
3756,9.6,good
3757,6.4,good
3758,7.9,good
3759,6.4,good
3760,8.5,good
3761,7,poor
3762,4.8,average
3763,7.3,poor
3764,9.9,average
3765,5.6,average
3766,8.6,average
3767,5.7,poor
3768,8.4,good
3769,6.8,good
3770,8.3,good
3771,9,good
3772,4.1,poor
3773,7.9,average
3774,4.4,poor
3775,9.7,good
3776,7.1,average
3777,5.7,poor
3778,8,poor
3779,8.1,average
3780,6.7,good
3781,9.4,good
3782,9.8,good
3783,6.8,good
3784,8.3,average
3785,4.1,average
3786,5.8,good
3787,9,average
3788,4.7,average
3789,4.2,poor
3790,8.1,good
3791,6.2,average
3792,9.3,average
3793,9.8,good
3794,6.1,good
3795,9.8,average
3796,8.2,poor
3797,6.7,average
3798,7.3,average
3799,9.4,good
3800,4.6,average
3801,6.1,good
3802,6.3,poor
3803,6.5,average
3804,7.6,poor
3805,5.2,average
3806,7.5,average
3807,9.6,average
3808,6.9,poor
3809,6.5,good
3810,4.7,poor
3811,8.4,good
3812,8.2,poor
3813,7.9,good
3814,9.7,poor
3815,6.4,good
3816,7.4,poor
3817,9.4,good
3818,8.4,poor
3819,7.9,average
3820,8,good
3821,5.6,good
3822,4.6,poor
3823,4.2,good
3824,8,good
3825,6.9,good
3826,9.3,good
3827,4.2,poor
3828,7.8,good
3829,5,poor
3830,6.7,good
3831,9.1,poor
3832,6.4,good
3833,7.1,average
3834,8.6,good
3835,4.1,good
3836,4.1,average
3837,8.6,poor
3838,6.4,poor
3839,9.1,average
3840,8.9,good
3841,8.5,poor
3842,9.8,poor
3843,7.1,average
3844,5,good
3845,6.2,average
3846,9.3,poor
3847,8,good
3848,7.6,poor
3849,4.3,poor
3850,8.2,good
3851,8,poor
3852,8.7,average
3853,8.6,good
3854,6.5,good
3855,4.7,average
3856,5.5,good
3857,5.7,average
3858,9.7,poor
3859,6.1,average
3860,4.7,good
3861,9.8,average
3862,8.4,poor
3863,6.1,poor
3864,4.1,good
3865,4.1,poor
3866,6.7,average
3867,9.2,poor
3868,7.9,average
3869,4.3,good
3870,5,average
3871,8.4,good
3872,6.7,poor
3873,8.3,good
3874,9.4,average
3875,8.4,good
3876,7.9,poor
3877,9.1,poor
3878,6.6,average
3879,7.9,average
3880,8.9,good
3881,9.2,good
3882,6.2,good
3883,6,good
3884,5.3,good
3885,9.2,average
3886,7.5,good
3887,7.4,poor
3888,5.4,poor
3889,6.1,poor
3890,4.5,good
3891,5.9,average
3892,9.8,poor
3893,7.7,good
3894,8.1,poor
3895,7.7,poor
3896,7.9,average
3897,9.5,poor
3898,9.6,average
3899,4.3,average
3900,5.6,good
3901,5,poor
3902,9.5,average
3903,8.8,average
3904,9.6,average
3905,4.2,poor
3906,7.6,average
3907,4.3,average
3908,5,poor
3909,8.9,good
3910,7.8,good
3911,7.2,good
3912,4.2,poor
3913,5.7,good
3914,6.1,poor
3915,6.6,average
3916,4.8,average
3917,5.5,poor
3918,8,average
3919,7.8,average
3920,6.1,average
3921,6.1,good
3922,8.9,good
3923,5.7,average
3924,4.4,poor
3925,5.9,average
3926,4.9,average
3927,5.7,poor
3928,5.9,poor
3929,5.2,good
3930,5.8,good
3931,7.8,average
3932,7.4,average
3933,4.4,poor
3934,5.8,poor
3935,6.7,average
3936,4.2,poor
3937,9.8,good
3938,5.4,good
3939,7.9,good
3940,4.7,good
3941,6.3,average
3942,4.1,good
3943,4.8,poor
3944,4.8,average
3945,7.8,poor
3946,4.1,poor
3947,6,poor
3948,5.1,poor
3949,8,good
3950,4.2,average
3951,7.7,poor
3952,7.5,average
3953,4.7,average
3954,8.2,good
3955,5.3,good
3956,4.6,poor
3957,4.4,average
3958,9.8,average
3959,5.7,poor
3960,9.1,average
3961,7.2,good
3962,9.1,average
3963,8.8,good
3964,5.6,average
3965,6.9,poor
3966,5.3,good
3967,6.2,poor
3968,9.8,average
3969,6.4,poor
3970,4.7,good
3971,7.2,good
3972,8.3,poor
3973,6,good
3974,6.8,average
3975,8.9,average
3976,5.9,average
3977,9.2,average
3978,8.6,poor
3979,8.6,poor
3980,9.3,good
3981,7.7,poor
3982,6.6,good
3983,9.2,poor
3984,7.6,average
3985,5.8,good
3986,5.3,poor
3987,6.2,average
3988,8.5,good
3989,5.3,good
3990,8,average
3991,6.6,good
3992,5,poor
3993,7.9,good
3994,9.9,poor
3995,4.2,good
3996,7.8,good
3997,4.9,good
3998,4.2,average
3999,5.2,average
4000,4.9,good
4001,5.6,good
4002,7.7,average
4003,9.3,good
4004,4.5,good
4005,5.4,good
4006,4.1,poor
4007,7,poor
4008,6.2,good
4009,9.5,good
4010,4.8,average
4011,7,good
4012,9,good
4013,8.3,good
4014,7.7,average
4015,8.1,poor
4016,9,poor
4017,6.8,good
4018,6.9,average
4019,4.7,good
4020,9.8,good
4021,9.5,good
4022,8,average
4023,7.1,average
4024,7.5,good
4025,5,good
4026,8.1,good
4027,8.4,poor
4028,7.7,good
4029,4.1,poor
4030,4.5,average
4031,4.9,average
4032,8.3,average
4033,6.6,good
4034,8.9,average
4035,9.8,average
4036,7.1,average
4037,5.9,good
4038,7.5,poor
4039,6,good
4040,6.4,poor
4041,4.4,average
4042,6,average
4043,9.8,good
4044,8.5,average
4045,9.6,good
4046,5.9,good
4047,5.3,poor
4048,4.4,good
4049,7.3,poor
4050,8.9,average
4051,9.9,good
4052,5.2,poor
4053,4.4,poor
4054,6.7,good
4055,6.4,average
4056,7.7,poor
4057,7.5,average
4058,7.5,good
4059,9.8,poor
4060,8.9,poor
4061,7,poor
4062,5.2,average
4063,9,poor
4064,4.3,good
4065,6.2,good
4066,6,poor
4067,4.2,poor
4068,6.1,poor
4069,5.2,average
4070,7.8,poor
4071,5.8,good
4072,9.6,good
4073,8.4,good
4074,4.8,average
4075,8.7,average
4076,9.6,poor
4077,4.3,good
4078,6.4,average
4079,9.4,good
4080,5,good
4081,8.9,poor
4082,4.8,poor
4083,5.5,good
4084,8,poor
4085,4.2,good
4086,8.7,average
4087,8,poor
4088,9.7,good
4089,4.1,good
4090,5.2,poor
4091,6.5,average
4092,8.3,poor
4093,6.9,poor
4094,4.7,average
4095,4.3,average
4096,6.1,good
4097,5,poor
4098,5.1,poor
4099,5.8,poor
4100,7.5,average
4101,8.7,average
4102,5.2,poor
4103,6.6,good
4104,8.3,good
4105,9.2,average
4106,5.3,poor
4107,9,average
4108,6.6,average
4109,7.9,poor
4110,6.8,poor
4111,8.5,poor
4112,8.3,average
4113,7.1,average
4114,9.7,good
4115,9.4,average
4116,6,good
4117,4.7,good
4118,4.9,poor
4119,5.6,poor
4120,7.9,good
4121,5.1,good
4122,7.4,average
4123,8.5,poor
4124,5.2,average
4125,5.8,poor
4126,4.3,average
4127,4.7,good
4128,6.2,poor
4129,5.6,good
4130,5.3,good
4131,6,average
4132,4.7,good
4133,8.4,good
4134,7.6,poor
4135,5.6,poor
4136,4.8,poor
4137,4.3,poor
4138,8.1,average
4139,5.3,poor
4140,6.6,good
4141,7.5,poor
4142,6.1,average
4143,4.2,good
4144,7.1,average
4145,9.6,good
4146,4.8,poor
4147,6.3,good
4148,5.9,good
4149,5.4,average
4150,7.8,average
4151,6.2,average
4152,5.9,average
4153,5,poor
4154,6.2,average
4155,9.9,poor
4156,9.2,good
4157,4.6,average
4158,7.8,poor
4159,6.9,average
4160,8.1,good
4161,9.6,average
4162,4.5,good
4163,7.3,poor
4164,4.4,average
4165,6.2,poor
4166,6.7,good
4167,4.5,good
4168,5.5,average
4169,7.4,good
4170,5.4,good
4171,8.3,good
4172,8,poor
4173,7,average
4174,7.4,poor
4175,5.9,poor
4176,7.3,poor
4177,5.9,poor
4178,9.4,good
4179,4.5,good
4180,5.2,average
4181,5.5,average
4182,8.7,good
4183,6.7,poor
4184,7.3,poor
4185,5.8,good
4186,5.6,average
4187,7.9,average
4188,8.1,poor
4189,7.1,average
4190,8.2,good
4191,8.6,poor
4192,4.6,good
4193,5.4,good
4194,7.7,good
4195,9.2,average
4196,8.9,poor
4197,7.5,good
4198,6.7,average
4199,4.2,average
4200,9.5,good
4201,8.5,good
4202,5.7,average
4203,7,average
4204,5.4,poor
4205,9.5,poor
4206,6.7,good
4207,9.1,poor
4208,7.7,average
4209,7.2,good
4210,9.4,poor
4211,4.8,poor
4212,4.4,average
4213,8,average
4214,9.5,poor
4215,4.8,good
4216,5.5,poor
4217,6.4,average
4218,9.6,average
4219,9.1,good
4220,9.8,good
4221,8.6,poor
4222,6.1,poor
4223,4.3,average
4224,7.7,average
4225,9.4,good
4226,6.7,average
4227,6.4,good
4228,8.8,good
4229,6.4,poor
4230,8.4,average
4231,5.2,good
4232,7.8,average
4233,7.4,good
4234,6.6,average
4235,6,poor
4236,7.7,average
4237,9.7,average
4238,5.8,average
4239,4.3,poor
4240,9.3,good
4241,4.1,average
4242,4.4,average
4243,4.9,poor
4244,8.5,poor
4245,4.4,good
4246,7,average
4247,4.8,poor
4248,7.3,average
4249,6.9,poor
4250,5.9,poor
4251,7.4,poor
4252,5.8,good
4253,9,poor
4254,9.6,good
4255,7.1,average
4256,4.7,average
4257,5.9,average
4258,8.9,good
4259,5.2,average
4260,4.8,poor
4261,9.8,average
4262,7.3,average
4263,6.8,average
4264,9.5,poor
4265,7.2,poor
4266,7,average
4267,5.8,good
4268,8.1,good
4269,8.3,average
4270,4.8,poor
4271,8.7,poor
4272,6.7,poor
4273,6.5,poor
4274,9.4,good
4275,4.9,poor
4276,6.9,good
4277,6.7,poor
4278,7.6,poor
4279,5.3,average
4280,5.5,average
4281,4.3,good
4282,8.9,poor
4283,4.6,poor
4284,7.7,poor
4285,4.2,poor
4286,7.5,poor
4287,5.4,poor
4288,8,average
4289,8.6,average
4290,9.9,poor
4291,8.5,good
4292,9.7,good
4293,9.6,poor
4294,5.7,poor
4295,6.4,good
4296,6.5,good
4297,6.1,poor
4298,8.4,poor
4299,6.3,poor
4300,9.5,good
4301,7.4,good
4302,5.8,poor
4303,9.1,average
4304,8.1,good
4305,5.9,good
4306,9.4,poor
4307,6.7,poor
4308,4.6,good
4309,8.9,poor
4310,8.2,average
4311,4.2,poor
4312,4.8,poor
4313,9.4,good
4314,4.2,poor
4315,7.3,good
4316,4.4,good
4317,9,poor
4318,4.9,average
4319,7.6,poor
4320,9.9,good
4321,8,poor
4322,6.4,average
4323,6.2,poor
4324,9.7,good
4325,7.5,poor
4326,9.9,poor
4327,4.4,poor
4328,8.9,poor
4329,5.1,poor
4330,6,average
4331,7.9,good
4332,8.8,poor
4333,7.4,poor
4334,4.6,poor
4335,4.1,average
4336,9.2,poor
4337,5.6,poor
4338,8,good
4339,8.7,average
4340,8.2,good
4341,4.6,average
4342,8.7,poor
4343,9.4,average
4344,8.8,poor
4345,7.1,good
4346,5.2,good
4347,7.8,average
4348,8.2,average
4349,5.6,good
4350,7.8,poor
4351,9.3,good
4352,6.3,average
4353,7.2,average
4354,8.3,good
4355,8.4,average
4356,7.9,good
4357,7.2,good
4358,8.2,average
4359,9.1,poor
4360,9.4,good
4361,6.6,average
4362,8.3,good
4363,6.4,good
4364,9.2,average
4365,9,poor
4366,8.5,good
4367,6.9,good
4368,7.2,average
4369,8.8,poor
4370,4.3,good
4371,7.4,good
4372,5.4,average
4373,7.6,average
4374,6.9,average
4375,7.8,poor
4376,4.6,good
4377,9.6,good
4378,7.5,poor
4379,5.8,poor
4380,8.8,good
4381,8.1,poor
4382,6.7,poor
4383,5.7,average
4384,5.9,good
4385,4.3,poor
4386,6.3,average
4387,7.1,average
4388,9.1,average
4389,7.9,good
4390,5.3,poor
4391,9.8,average
4392,5.3,average
4393,7.7,poor
4394,6,average
4395,4.7,poor
4396,8.9,good
4397,7.5,good
4398,7.1,good
4399,5.8,good
4400,8.7,average
4401,9.1,good
4402,9,good
4403,4.4,average
4404,5.2,good
4405,4.7,poor
4406,5.8,good
4407,4.7,good
4408,5.1,poor
4409,8.2,good
4410,8,average
4411,5.7,good
4412,8.9,average
4413,8,average
4414,6.6,good
4415,4.1,average
4416,7.9,good
4417,8.7,good
4418,5.3,average
4419,4.7,poor
4420,5.9,poor
4421,8.2,poor
4422,9.8,good
4423,6.4,good
4424,9,good
4425,8.6,average
4426,9.3,good
4427,8,poor
4428,9.7,average
4429,9.5,poor
4430,4.2,poor
4431,7.1,good
4432,6,poor
4433,9.1,average
4434,6.5,good
4435,9.5,average
4436,9.4,poor
4437,6.2,good
4438,7.4,average
4439,4.2,average
4440,6.1,average
4441,7.9,good
4442,5.3,poor
4443,5,poor
4444,9.7,good
4445,7.5,average
4446,7.4,poor
4447,8.9,average
4448,7.3,average
4449,7.9,average
4450,5.8,average
4451,6.3,good
4452,5.6,poor
4453,7.6,average
4454,7.6,good
4455,5,poor
4456,8.6,average
4457,5.2,poor
4458,8.1,poor
4459,4.4,poor
4460,9.5,good
4461,4.4,average
4462,4.4,poor
4463,4.5,poor
4464,6.7,good
4465,7.3,good
4466,4.9,poor
4467,8.5,average
4468,4.7,average
4469,9.6,poor
4470,6.6,poor
4471,7.3,poor
4472,8.6,average
4473,9,average
4474,8.8,good
4475,6,average
4476,8.5,poor
4477,4.5,good
4478,7.8,poor
4479,6.1,average
4480,4.1,average
4481,8.7,poor
4482,9.3,poor
4483,4.8,good
4484,5,poor
4485,4.8,average
4486,9.9,good
4487,4.3,poor
4488,8.2,good
4489,4.2,good
4490,7.9,good
4491,9.8,good
4492,5,average
4493,8.1,poor
